position,tracklist,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveliness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
9,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.767,0.964,2,-5.285,1,0.0427,0.00665,0.727,0.208,0.804,124.009,audio_features,4hUmd7KNyxFdecrYrLAZjf,spotify:track:4hUmd7KNyxFdecrYrLAZjf,https://api.spotify.com/v1/tracks/4hUmd7KNyxFdecrYrLAZjf,https://api.spotify.com/v1/audio-analysis/4hUmd7KNyxFdecrYrLAZjf,205161,1
10,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.77,0.797,2,-6.309,0,0.0396,0.00717,0.0321,0.416,0.193,124.991,audio_features,1DRVcVtfclFYZ2ivBHjv2g,spotify:track:1DRVcVtfclFYZ2ivBHjv2g,https://api.spotify.com/v1/tracks/1DRVcVtfclFYZ2ivBHjv2g,https://api.spotify.com/v1/audio-analysis/1DRVcVtfclFYZ2ivBHjv2g,165120,4
11,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.891,0.584,7,-6.353,1,0.223,0.0233,0.00969,0.234,0.639,125.012,audio_features,2dkll5RbM6xHGBrQorjP4d,spotify:track:2dkll5RbM6xHGBrQorjP4d,https://api.spotify.com/v1/tracks/2dkll5RbM6xHGBrQorjP4d,https://api.spotify.com/v1/audio-analysis/2dkll5RbM6xHGBrQorjP4d,184800,4
12,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.76,0.556,5,-6.014,0,0.114,0.017,0.0269,0.0617,0.21,124.023,audio_features,7k7y6UT6FvqlARMUF3D0ei,spotify:track:7k7y6UT6FvqlARMUF3D0ei,https://api.spotify.com/v1/tracks/7k7y6UT6FvqlARMUF3D0ei,https://api.spotify.com/v1/audio-analysis/7k7y6UT6FvqlARMUF3D0ei,255245,4
13,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.769,0.9,0,-6.077,1,0.0877,0.00238,0.698,0.345,0.74,125.976,audio_features,614Io1mHm8fsqF8k9D1Mlu,spotify:track:614Io1mHm8fsqF8k9D1Mlu,https://api.spotify.com/v1/tracks/614Io1mHm8fsqF8k9D1Mlu,https://api.spotify.com/v1/audio-analysis/614Io1mHm8fsqF8k9D1Mlu,170714,4
14,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.796,0.846,7,-4.926,1,0.186,0.0309,0.924,0.102,0.175,126.993,audio_features,1KR0qKjIJHIGQRfipoGVEd,spotify:track:1KR0qKjIJHIGQRfipoGVEd,https://api.spotify.com/v1/tracks/1KR0qKjIJHIGQRfipoGVEd,https://api.spotify.com/v1/audio-analysis/1KR0qKjIJHIGQRfipoGVEd,182154,4
15,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.798,0.89,1,-8.005,1,0.105,0.00509,0.888,0.0476,0.333,126.01,audio_features,3hcDG9qkGWe1tOiw9NTK3t,spotify:track:3hcDG9qkGWe1tOiw9NTK3t,https://api.spotify.com/v1/tracks/3hcDG9qkGWe1tOiw9NTK3t,https://api.spotify.com/v1/audio-analysis/3hcDG9qkGWe1tOiw9NTK3t,217143,4
16,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.952,0.659,9,-9.349,1,0.228,0.0108,0.446,0.128,0.0803,125.007,audio_features,0LhI13tKFv30X6rED5kd2F,spotify:track:0LhI13tKFv30X6rED5kd2F,https://api.spotify.com/v1/tracks/0LhI13tKFv30X6rED5kd2F,https://api.spotify.com/v1/audio-analysis/0LhI13tKFv30X6rED5kd2F,303900,4
17,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.706,0.567,11,-12.624,0,0.0391,0.00546,0.85,0.103,0.0789,125.987,audio_features,6goCOl71oEmo2nCthSLAJD,spotify:track:6goCOl71oEmo2nCthSLAJD,https://api.spotify.com/v1/tracks/6goCOl71oEmo2nCthSLAJD,https://api.spotify.com/v1/audio-analysis/6goCOl71oEmo2nCthSLAJD,475127,4
18,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.807,0.839,10,-9.564,0,0.0708,0.000388,0.891,0.114,0.797,125.99,audio_features,0GP6wMTkeQvdYrieA9KQE8,spotify:track:0GP6wMTkeQvdYrieA9KQE8,https://api.spotify.com/v1/tracks/0GP6wMTkeQvdYrieA9KQE8,https://api.spotify.com/v1/audio-analysis/0GP6wMTkeQvdYrieA9KQE8,305148,4
19,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.748,0.921,1,-7.779,1,0.0699,0.235,0.0279,0.361,0.474,125.005,audio_features,4T7hm5Bm5UMDdNHZbVwBNs,spotify:track:4T7hm5Bm5UMDdNHZbVwBNs,https://api.spotify.com/v1/tracks/4T7hm5Bm5UMDdNHZbVwBNs,https://api.spotify.com/v1/audio-analysis/4T7hm5Bm5UMDdNHZbVwBNs,172800,4
20,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.723,0.822,10,-9.421,0,0.0452,0.000607,0.788,0.112,0.0629,127.007,audio_features,1lbUtnuS8AYvKd0lziKpJ4,spotify:track:1lbUtnuS8AYvKd0lziKpJ4,https://api.spotify.com/v1/tracks/1lbUtnuS8AYvKd0lziKpJ4,https://api.spotify.com/v1/audio-analysis/1lbUtnuS8AYvKd0lziKpJ4,549051,4
21,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.343,0.42,2,-10.635,1,0.0434,0.0292,0.00075,0.253,0.0557,147.389,audio_features,5vmRAlW1hZRxg5A96v0aW9,spotify:track:5vmRAlW1hZRxg5A96v0aW9,https://api.spotify.com/v1/tracks/5vmRAlW1hZRxg5A96v0aW9,https://api.spotify.com/v1/audio-analysis/5vmRAlW1hZRxg5A96v0aW9,238567,4
22,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.438,0.725,8,-5.845,0,0.0856,0.326,6.57E-06,0.142,0.342,149.934,audio_features,442VuQw3fOKwvbxYLIDAUi,spotify:track:442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/tracks/442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/audio-analysis/442VuQw3fOKwvbxYLIDAUi,224000,4
23,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.616,0.764,6,-4.682,1,0.11,0.193,0,0.0973,0.506,147.941,audio_features,4Ds6WILfSafbUsuZQqq0sn,spotify:track:4Ds6WILfSafbUsuZQqq0sn,https://api.spotify.com/v1/tracks/4Ds6WILfSafbUsuZQqq0sn,https://api.spotify.com/v1/audio-analysis/4Ds6WILfSafbUsuZQqq0sn,168243,4
24,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.533,0.969,3,-3.02,0,0.0558,0.0676,0.698,0.0966,0.246,150.027,audio_features,0dolBdu2pV52zcx7tH0Goy,spotify:track:0dolBdu2pV52zcx7tH0Goy,https://api.spotify.com/v1/tracks/0dolBdu2pV52zcx7tH0Goy,https://api.spotify.com/v1/audio-analysis/0dolBdu2pV52zcx7tH0Goy,203200,4
25,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.358,0.782,0,-3.547,0,0.0544,0.157,0.000119,0.206,0.175,75.278,audio_features,6UuQPw9NK2FsyAm9AMQvTx,spotify:track:6UuQPw9NK2FsyAm9AMQvTx,https://api.spotify.com/v1/tracks/6UuQPw9NK2FsyAm9AMQvTx,https://api.spotify.com/v1/audio-analysis/6UuQPw9NK2FsyAm9AMQvTx,201200,4
26,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.428,0.877,5,-4.722,0,0.0835,0.00153,0.00372,0.0943,0.113,75.518,audio_features,5dAtKXyrQoQW054LZqJ5dP,spotify:track:5dAtKXyrQoQW054LZqJ5dP,https://api.spotify.com/v1/tracks/5dAtKXyrQoQW054LZqJ5dP,https://api.spotify.com/v1/audio-analysis/5dAtKXyrQoQW054LZqJ5dP,221000,4
27,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.494,0.683,9,-3.963,0,0.0856,0.0204,0.861,0.292,0.532,126.864,audio_features,3WBxDJUNmanW53LVjNNkog,spotify:track:3WBxDJUNmanW53LVjNNkog,https://api.spotify.com/v1/tracks/3WBxDJUNmanW53LVjNNkog,https://api.spotify.com/v1/audio-analysis/3WBxDJUNmanW53LVjNNkog,210071,4
28,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.384,0.808,7,-5.225,1,0.0397,0.00558,8.51E-06,0.116,0.195,149.926,audio_features,6mE1m1NmzO7slSiN6vzovg,spotify:track:6mE1m1NmzO7slSiN6vzovg,https://api.spotify.com/v1/tracks/6mE1m1NmzO7slSiN6vzovg,https://api.spotify.com/v1/audio-analysis/6mE1m1NmzO7slSiN6vzovg,211200,4
29,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.358,0.896,4,-4.547,0,0.159,0.083,0.0014,0.372,0.1,75.192,audio_features,1kQ0aj0mnjd5xKrYKLZo64,spotify:track:1kQ0aj0mnjd5xKrYKLZo64,https://api.spotify.com/v1/tracks/1kQ0aj0mnjd5xKrYKLZo64,https://api.spotify.com/v1/audio-analysis/1kQ0aj0mnjd5xKrYKLZo64,248000,4
30,https://www.1001tracklists.com/tracklist/2px6c3g9/dillon-nathaniel-illenium-night-owl-radio-250-2020-05-29.html,illenium,0.401,0.584,2,-6.418,1,0.03,0.541,0,0.129,0.19,147.777,audio_features,33w2gkvsI5iAnMI8z8mYln,spotify:track:33w2gkvsI5iAnMI8z8mYln,https://api.spotify.com/v1/tracks/33w2gkvsI5iAnMI8z8mYln,https://api.spotify.com/v1/audio-analysis/33w2gkvsI5iAnMI8z8mYln,244647,4
1,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.572,0.942,11,-5.728,0,0.0587,0.00427,0.836,0.425,0.122,127.873,audio_features,0r5GhNQJ3p91DNVmUSrPVx,spotify:track:0r5GhNQJ3p91DNVmUSrPVx,https://api.spotify.com/v1/tracks/0r5GhNQJ3p91DNVmUSrPVx,https://api.spotify.com/v1/audio-analysis/0r5GhNQJ3p91DNVmUSrPVx,174375,4
3,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.675,0.87,1,-4.673,1,0.0866,0.0277,0.404,0.208,0.377,127.001,audio_features,2JZ2yIiivk4kflVTaQyvWk,spotify:track:2JZ2yIiivk4kflVTaQyvWk,https://api.spotify.com/v1/tracks/2JZ2yIiivk4kflVTaQyvWk,https://api.spotify.com/v1/audio-analysis/2JZ2yIiivk4kflVTaQyvWk,164409,4
4,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.596,0.814,0,-10.054,1,0.03,0.00128,0.769,0.468,0.176,137.053,audio_features,7cEkyAXkwXCxTR3IKE0XHu,spotify:track:7cEkyAXkwXCxTR3IKE0XHu,https://api.spotify.com/v1/tracks/7cEkyAXkwXCxTR3IKE0XHu,https://api.spotify.com/v1/audio-analysis/7cEkyAXkwXCxTR3IKE0XHu,426627,4
5,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,audio_features,4J7CKHCF3mdL4diUsmW8lq,spotify:track:4J7CKHCF3mdL4diUsmW8lq,https://api.spotify.com/v1/tracks/4J7CKHCF3mdL4diUsmW8lq,https://api.spotify.com/v1/audio-analysis/4J7CKHCF3mdL4diUsmW8lq,184280,4
6,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.733,0.894,10,-4.761,1,0.124,0.0196,5.70E-05,0.619,0.488,125.982,audio_features,4jbWeX5w0Sa5BWBZpq5JU2,spotify:track:4jbWeX5w0Sa5BWBZpq5JU2,https://api.spotify.com/v1/tracks/4jbWeX5w0Sa5BWBZpq5JU2,https://api.spotify.com/v1/audio-analysis/4jbWeX5w0Sa5BWBZpq5JU2,141397,4
8,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,audio_features,5N5k9nd479b1xpDZ4usjrg,spotify:track:5N5k9nd479b1xpDZ4usjrg,https://api.spotify.com/v1/tracks/5N5k9nd479b1xpDZ4usjrg,https://api.spotify.com/v1/audio-analysis/5N5k9nd479b1xpDZ4usjrg,213309,4
9,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.654,0.945,10,-3.018,0,0.032,0.000382,0.316,0.105,0.0824,125.006,audio_features,2LLXE4cV9Fcusx2WiSIhwC,spotify:track:2LLXE4cV9Fcusx2WiSIhwC,https://api.spotify.com/v1/tracks/2LLXE4cV9Fcusx2WiSIhwC,https://api.spotify.com/v1/audio-analysis/2LLXE4cV9Fcusx2WiSIhwC,299520,4
12,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.58,0.824,11,-3.774,0,0.0766,0.0229,0,0.115,0.254,126.951,audio_features,7C9SonafFzEtoheAQDQ2UW,spotify:track:7C9SonafFzEtoheAQDQ2UW,https://api.spotify.com/v1/tracks/7C9SonafFzEtoheAQDQ2UW,https://api.spotify.com/v1/audio-analysis/7C9SonafFzEtoheAQDQ2UW,194656,4
14,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.537,0.848,6,-2.431,0,0.0313,0.0365,0,0.423,0.498,128.023,audio_features,2ToIksTPpJ4csKPEOdUEyM,spotify:track:2ToIksTPpJ4csKPEOdUEyM,https://api.spotify.com/v1/tracks/2ToIksTPpJ4csKPEOdUEyM,https://api.spotify.com/v1/audio-analysis/2ToIksTPpJ4csKPEOdUEyM,221400,4
15,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.514,0.878,10,-4.498,1,0.038,0.0271,0.000356,0.142,0.249,125.988,audio_features,6Bz6Rsp8GyeK4yL7APYYX3,spotify:track:6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/tracks/6Bz6Rsp8GyeK4yL7APYYX3,https://api.spotify.com/v1/audio-analysis/6Bz6Rsp8GyeK4yL7APYYX3,250810,4
16,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.435,0.903,10,-5.469,0,0.0535,0.0139,0.26,0.377,0.36,118.971,audio_features,3Hah1es0TvdRG7HWNx5e3E,spotify:track:3Hah1es0TvdRG7HWNx5e3E,https://api.spotify.com/v1/tracks/3Hah1es0TvdRG7HWNx5e3E,https://api.spotify.com/v1/audio-analysis/3Hah1es0TvdRG7HWNx5e3E,209781,4
19,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.479,0.898,6,-4.077,0,0.0431,4.87E-05,0.144,0.0673,0.311,128.088,audio_features,2xBMJwaFNqjbilopJzMB7g,spotify:track:2xBMJwaFNqjbilopJzMB7g,https://api.spotify.com/v1/tracks/2xBMJwaFNqjbilopJzMB7g,https://api.spotify.com/v1/audio-analysis/2xBMJwaFNqjbilopJzMB7g,263593,4
20,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.739,0.953,11,-2.624,1,0.133,0.00801,0.0104,0.0623,0.516,127.987,audio_features,30BBwDTjwHQf1ixFGaE2o2,spotify:track:30BBwDTjwHQf1ixFGaE2o2,https://api.spotify.com/v1/tracks/30BBwDTjwHQf1ixFGaE2o2,https://api.spotify.com/v1/audio-analysis/30BBwDTjwHQf1ixFGaE2o2,311211,4
24,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.25,0.909,4,-5.407,1,0.0414,0.00909,0.848,0.136,0.322,128.025,audio_features,4wmrfUPuvK9phVehREZZ1X,spotify:track:4wmrfUPuvK9phVehREZZ1X,https://api.spotify.com/v1/tracks/4wmrfUPuvK9phVehREZZ1X,https://api.spotify.com/v1/audio-analysis/4wmrfUPuvK9phVehREZZ1X,226875,4
27,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.585,0.862,1,-5.379,0,0.0582,0.0251,0,0.117,0.485,128.048,audio_features,4WcD7sb5B1PQHNkOCf650z,spotify:track:4WcD7sb5B1PQHNkOCf650z,https://api.spotify.com/v1/tracks/4WcD7sb5B1PQHNkOCf650z,https://api.spotify.com/v1/audio-analysis/4WcD7sb5B1PQHNkOCf650z,176250,4
28,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.517,0.996,7,-3.915,1,0.0911,0.00121,0.786,0.544,0.358,123.955,audio_features,3nTCztKOPw1VBUYRgFBdnq,spotify:track:3nTCztKOPw1VBUYRgFBdnq,https://api.spotify.com/v1/tracks/3nTCztKOPw1VBUYRgFBdnq,https://api.spotify.com/v1/audio-analysis/3nTCztKOPw1VBUYRgFBdnq,157258,4
29,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.544,0.974,7,-4.933,0,0.0391,0.00502,0.761,0.236,0.101,128.001,audio_features,0wNl0JDRupTEnCrfH7KwDs,spotify:track:0wNl0JDRupTEnCrfH7KwDs,https://api.spotify.com/v1/tracks/0wNl0JDRupTEnCrfH7KwDs,https://api.spotify.com/v1/audio-analysis/0wNl0JDRupTEnCrfH7KwDs,211875,4
30,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.703,0.728,7,-4.011,0,0.0353,0.266,0,0.355,0.696,116.004,audio_features,43mNwDn0zOH2HKl5B4aqcx,spotify:track:43mNwDn0zOH2HKl5B4aqcx,https://api.spotify.com/v1/tracks/43mNwDn0zOH2HKl5B4aqcx,https://api.spotify.com/v1/audio-analysis/43mNwDn0zOH2HKl5B4aqcx,202314,4
31,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.808,0.993,11,-6.262,0,0.0536,0.00161,0.888,0.0405,0.506,125.017,audio_features,1V5Z582XDjuvwP0jbxe6j2,spotify:track:1V5Z582XDjuvwP0jbxe6j2,https://api.spotify.com/v1/tracks/1V5Z582XDjuvwP0jbxe6j2,https://api.spotify.com/v1/audio-analysis/1V5Z582XDjuvwP0jbxe6j2,355215,4
32,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.806,0.888,2,-6.736,1,0.0524,0.00547,0.391,0.0977,0.669,125.011,audio_features,5Mav0Bj2KHY3LkGeGhNPEp,spotify:track:5Mav0Bj2KHY3LkGeGhNPEp,https://api.spotify.com/v1/tracks/5Mav0Bj2KHY3LkGeGhNPEp,https://api.spotify.com/v1/audio-analysis/5Mav0Bj2KHY3LkGeGhNPEp,318720,4
34,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,audio_features,4QAUGy6k7c3IOAhgWz52r7,spotify:track:4QAUGy6k7c3IOAhgWz52r7,https://api.spotify.com/v1/tracks/4QAUGy6k7c3IOAhgWz52r7,https://api.spotify.com/v1/audio-analysis/4QAUGy6k7c3IOAhgWz52r7,215238,4
35,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.566,0.909,8,-7.281,0,0.054,0.004,0.0932,0.156,0.382,127.037,audio_features,17kleFbwU5STT8AiR1EXOT,spotify:track:17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/tracks/17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/audio-analysis/17kleFbwU5STT8AiR1EXOT,240384,4
36,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.71,0.729,2,-4.978,1,0.0539,0.0743,3.89E-06,0.0419,0.532,124.995,audio_features,38TlYe1miTAL6r1FyJj7PS,spotify:track:38TlYe1miTAL6r1FyJj7PS,https://api.spotify.com/v1/tracks/38TlYe1miTAL6r1FyJj7PS,https://api.spotify.com/v1/audio-analysis/38TlYe1miTAL6r1FyJj7PS,326960,4
37,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.602,0.803,0,-4.458,1,0.0485,0.331,0,0.0987,0.495,119.955,audio_features,7mN3Zh4yqgWF1tvIeTNO6R,spotify:track:7mN3Zh4yqgWF1tvIeTNO6R,https://api.spotify.com/v1/tracks/7mN3Zh4yqgWF1tvIeTNO6R,https://api.spotify.com/v1/audio-analysis/7mN3Zh4yqgWF1tvIeTNO6R,192880,4
38,https://www.1001tracklists.com/tracklist/2quj6th1/alesso-dreambeach-festival-chile-2020-01-11.html,alesso,0.523,0.782,2,-4.846,1,0.041,0.219,1.03E-05,0.133,0.164,125.998,audio_features,1hZk9dktp4yRFTm0TrycuH,spotify:track:1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/tracks/1hZk9dktp4yRFTm0TrycuH,https://api.spotify.com/v1/audio-analysis/1hZk9dktp4yRFTm0TrycuH,214813,4
1,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.549,0.479,2,-8.257,1,0.0754,0.322,1.50E-05,0.15,0.177,142.792,audio_features,07dQEivh1UNFqtWOnEpyUC,spotify:track:07dQEivh1UNFqtWOnEpyUC,https://api.spotify.com/v1/tracks/07dQEivh1UNFqtWOnEpyUC,https://api.spotify.com/v1/audio-analysis/07dQEivh1UNFqtWOnEpyUC,217947,4
2,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.545,0.323,3,-12.006,1,0.0391,0.102,2.74E-06,0.107,0.193,149.941,audio_features,5uGCoNepb3NfYHzdVDXQtC,spotify:track:5uGCoNepb3NfYHzdVDXQtC,https://api.spotify.com/v1/tracks/5uGCoNepb3NfYHzdVDXQtC,https://api.spotify.com/v1/audio-analysis/5uGCoNepb3NfYHzdVDXQtC,215200,4
3,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.291,0.686,8,-5.7,1,0.0435,0.053,0.000262,0.143,0.0883,160.058,audio_features,6RmkZ03kFzGs26CD7O0iY8,spotify:track:6RmkZ03kFzGs26CD7O0iY8,https://api.spotify.com/v1/tracks/6RmkZ03kFzGs26CD7O0iY8,https://api.spotify.com/v1/audio-analysis/6RmkZ03kFzGs26CD7O0iY8,210000,4
4,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.479,0.746,4,-6,1,0.178,0.00914,3.38E-05,0.117,0.322,159.99,audio_features,3kubgykmOVjRMK1hmgYsG6,spotify:track:3kubgykmOVjRMK1hmgYsG6,https://api.spotify.com/v1/tracks/3kubgykmOVjRMK1hmgYsG6,https://api.spotify.com/v1/audio-analysis/3kubgykmOVjRMK1hmgYsG6,192000,4
5,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.471,0.648,0,-5.058,0,0.0316,0.0234,0.00897,0.11,0.129,87.959,audio_features,5ROEgRkFQ0JihbUsfNsIWf,spotify:track:5ROEgRkFQ0JihbUsfNsIWf,https://api.spotify.com/v1/tracks/5ROEgRkFQ0JihbUsfNsIWf,https://api.spotify.com/v1/audio-analysis/5ROEgRkFQ0JihbUsfNsIWf,199773,4
6,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.516,0.79,2,-7.208,1,0.0393,0.15,0,0.128,0.454,178.045,audio_features,2YcrRepSh1MPPDoWZp3qDF,spotify:track:2YcrRepSh1MPPDoWZp3qDF,https://api.spotify.com/v1/tracks/2YcrRepSh1MPPDoWZp3qDF,https://api.spotify.com/v1/audio-analysis/2YcrRepSh1MPPDoWZp3qDF,163148,4
7,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.669,0.689,6,-7.239,0,0.0582,0.0425,0.00166,0.101,0.0992,94.962,audio_features,7DhKVYTi6iwCkMw9NhzZMU,spotify:track:7DhKVYTi6iwCkMw9NhzZMU,https://api.spotify.com/v1/tracks/7DhKVYTi6iwCkMw9NhzZMU,https://api.spotify.com/v1/audio-analysis/7DhKVYTi6iwCkMw9NhzZMU,253099,4
8,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.693,0.725,0,-7.297,0,0.0321,0.121,0.00278,0.214,0.447,105.961,audio_features,0JITWDB1tVUH2VUXmVtYpL,spotify:track:0JITWDB1tVUH2VUXmVtYpL,https://api.spotify.com/v1/tracks/0JITWDB1tVUH2VUXmVtYpL,https://api.spotify.com/v1/audio-analysis/0JITWDB1tVUH2VUXmVtYpL,226981,4
9,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.554,0.835,5,-4.699,1,0.0334,3.34E-05,0.826,0.0912,0.0656,117.932,audio_features,5gTyK0ylsqQbhFugP7eYmz,spotify:track:5gTyK0ylsqQbhFugP7eYmz,https://api.spotify.com/v1/tracks/5gTyK0ylsqQbhFugP7eYmz,https://api.spotify.com/v1/audio-analysis/5gTyK0ylsqQbhFugP7eYmz,153430,4
10,https://www.1001tracklists.com/tracklist/2qukq531/illenium-phoenix-radio-047-2020-02-11.html,illenium,0.727,0.758,2,-4.835,1,0.0462,0.00369,0.000603,0.0709,0.396,128.015,audio_features,0YBsKnoQqaySSh5tOuNjM0,spotify:track:0YBsKnoQqaySSh5tOuNjM0,https://api.spotify.com/v1/tracks/0YBsKnoQqaySSh5tOuNjM0,https://api.spotify.com/v1/audio-analysis/0YBsKnoQqaySSh5tOuNjM0,275625,4
