position,tracklist,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveliness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48E-05,0.074,0.56,128.003,audio_features,2ISSQPb9LHHiV6ng2NXosL,spotify:track:2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/tracks/2ISSQPb9LHHiV6ng2NXosL,https://api.spotify.com/v1/audio-analysis/2ISSQPb9LHHiV6ng2NXosL,218293,4
2,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.553,0.872,6,-2.088,0,0.137,0.0857,4.32E-06,0.225,0.492,127.964,audio_features,4ZR9C21EoHsO1kNw1m3KZ4,spotify:track:4ZR9C21EoHsO1kNw1m3KZ4,https://api.spotify.com/v1/tracks/4ZR9C21EoHsO1kNw1m3KZ4,https://api.spotify.com/v1/audio-analysis/4ZR9C21EoHsO1kNw1m3KZ4,180907,4
3,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.825,0.655,6,-4.196,0,0.0968,0.00216,0.013,0.136,0.509,128,audio_features,1zHP24nRJRnVi38qGVqmjO,spotify:track:1zHP24nRJRnVi38qGVqmjO,https://api.spotify.com/v1/tracks/1zHP24nRJRnVi38qGVqmjO,https://api.spotify.com/v1/audio-analysis/1zHP24nRJRnVi38qGVqmjO,359867,4
6,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.688,0.887,7,-3.68,1,0.158,0.000816,0.778,0.276,0.0399,126.029,audio_features,3G94lNH9BlS5a2WpfwJ1E6,spotify:track:3G94lNH9BlS5a2WpfwJ1E6,https://api.spotify.com/v1/tracks/3G94lNH9BlS5a2WpfwJ1E6,https://api.spotify.com/v1/audio-analysis/3G94lNH9BlS5a2WpfwJ1E6,196295,4
7,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.579,0.759,2,-5.584,0,0.0386,0.06,0.000138,0.117,0.127,127.875,audio_features,0qlAureWHln3vDCsqnkyRE,spotify:track:0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/tracks/0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/audio-analysis/0qlAureWHln3vDCsqnkyRE,296280,4
8,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.757,0.668,2,-2.485,0,0.0479,0.0295,0.0987,0.123,0.332,126.019,audio_features,4wPf6SJCvVXPyiKS99tOWY,spotify:track:4wPf6SJCvVXPyiKS99tOWY,https://api.spotify.com/v1/tracks/4wPf6SJCvVXPyiKS99tOWY,https://api.spotify.com/v1/audio-analysis/4wPf6SJCvVXPyiKS99tOWY,200952,4
9,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.384,0.934,1,-2.75,1,0.227,0.0257,0.565,0.103,0.275,127.037,audio_features,0h4vLLhUFzNUanuPBqVIX7,spotify:track:0h4vLLhUFzNUanuPBqVIX7,https://api.spotify.com/v1/tracks/0h4vLLhUFzNUanuPBqVIX7,https://api.spotify.com/v1/audio-analysis/0h4vLLhUFzNUanuPBqVIX7,195399,4
12,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.664,0.974,1,-6.223,1,0.0525,0.000461,0.625,0.139,0.476,128.007,audio_features,4wbez1OerZfMcupJPZytYc,spotify:track:4wbez1OerZfMcupJPZytYc,https://api.spotify.com/v1/tracks/4wbez1OerZfMcupJPZytYc,https://api.spotify.com/v1/audio-analysis/4wbez1OerZfMcupJPZytYc,292707,4
13,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.863,0.945,7,-3.678,1,0.138,0.00403,0.838,0.0683,0.364,128.01,audio_features,4dxWm37HuwjUV25TUuLaJR,spotify:track:4dxWm37HuwjUV25TUuLaJR,https://api.spotify.com/v1/tracks/4dxWm37HuwjUV25TUuLaJR,https://api.spotify.com/v1/audio-analysis/4dxWm37HuwjUV25TUuLaJR,399493,4
14,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,audio_features,5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,293827,4
15,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.659,0.987,11,-2.815,0,0.0468,0.0548,0.657,0.0453,0.434,127.996,audio_features,2pi3gRZ7K1Tf9YSyHYqPJT,spotify:track:2pi3gRZ7K1Tf9YSyHYqPJT,https://api.spotify.com/v1/tracks/2pi3gRZ7K1Tf9YSyHYqPJT,https://api.spotify.com/v1/audio-analysis/2pi3gRZ7K1Tf9YSyHYqPJT,170107,4
16,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.616,0.903,9,-0.475,1,0.0938,0.015,0.00102,0.141,0.446,149.93,audio_features,2mQ7KmAI8gFLH3baaDXc6o,spotify:track:2mQ7KmAI8gFLH3baaDXc6o,https://api.spotify.com/v1/tracks/2mQ7KmAI8gFLH3baaDXc6o,https://api.spotify.com/v1/audio-analysis/2mQ7KmAI8gFLH3baaDXc6o,222400,4
17,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.606,0.888,11,-3.61,0,0.0431,0.00126,0.454,0.176,0.423,75.05,audio_features,5Sv6B8Sd3QWee7dctLxcXW,spotify:track:5Sv6B8Sd3QWee7dctLxcXW,https://api.spotify.com/v1/tracks/5Sv6B8Sd3QWee7dctLxcXW,https://api.spotify.com/v1/audio-analysis/5Sv6B8Sd3QWee7dctLxcXW,212717,4
18,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.475,0.998,8,-3.45,0,0.0945,0.0154,0.023,0.454,0.412,139.551,audio_features,707XiA4VMjZsFJKJphhMCv,spotify:track:707XiA4VMjZsFJKJphhMCv,https://api.spotify.com/v1/tracks/707XiA4VMjZsFJKJphhMCv,https://api.spotify.com/v1/audio-analysis/707XiA4VMjZsFJKJphhMCv,230533,4
19,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.572,0.864,2,-4.098,0,0.0477,0.0215,0,0.375,0.26,149.945,audio_features,0NWQTyapmz4GuDTSN9xTB7,spotify:track:0NWQTyapmz4GuDTSN9xTB7,https://api.spotify.com/v1/tracks/0NWQTyapmz4GuDTSN9xTB7,https://api.spotify.com/v1/audio-analysis/0NWQTyapmz4GuDTSN9xTB7,178920,4
21,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.746,0.988,9,-3.484,1,0.184,0.0226,0.143,0.332,0.436,150.096,audio_features,2wup1tei0998pByGIyyOgg,spotify:track:2wup1tei0998pByGIyyOgg,https://api.spotify.com/v1/tracks/2wup1tei0998pByGIyyOgg,https://api.spotify.com/v1/audio-analysis/2wup1tei0998pByGIyyOgg,201500,4
23,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.601,0.947,9,-5.243,0,0.0623,0.00841,0.0317,0.114,0.344,149.99,audio_features,4p1LSwxdx2qgtK8v8NH2YE,spotify:track:4p1LSwxdx2qgtK8v8NH2YE,https://api.spotify.com/v1/tracks/4p1LSwxdx2qgtK8v8NH2YE,https://api.spotify.com/v1/audio-analysis/4p1LSwxdx2qgtK8v8NH2YE,185562,4
24,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.738,0.988,9,-1.319,0,0.327,0.0746,1.31E-05,0.46,0.402,150.015,audio_features,43iMSSpAQ9fYvKdvjf3ca2,spotify:track:43iMSSpAQ9fYvKdvjf3ca2,https://api.spotify.com/v1/tracks/43iMSSpAQ9fYvKdvjf3ca2,https://api.spotify.com/v1/audio-analysis/43iMSSpAQ9fYvKdvjf3ca2,208000,4
26,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35E-05,0.204,0.284,129.956,audio_features,12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,214840,4
27,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.806,0.7,0,-5.269,0,0.0752,0.00196,0.891,0.267,0.892,111.215,audio_features,0MyY4WcN7DIfbSmp5yej5z,spotify:track:0MyY4WcN7DIfbSmp5yej5z,https://api.spotify.com/v1/tracks/0MyY4WcN7DIfbSmp5yej5z,https://api.spotify.com/v1/audio-analysis/0MyY4WcN7DIfbSmp5yej5z,328680,4
29,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62E-06,0.145,0.366,129.998,audio_features,1JDIArrcepzWDTAWXdGYmP,spotify:track:1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/tracks/1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/audio-analysis/1JDIArrcepzWDTAWXdGYmP,240000,4
30,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.727,0.77,6,-6.901,1,0.0859,0.000134,0.851,0.0427,0.395,127.962,audio_features,4UfXV9fr0B6BK84kilwleP,spotify:track:4UfXV9fr0B6BK84kilwleP,https://api.spotify.com/v1/tracks/4UfXV9fr0B6BK84kilwleP,https://api.spotify.com/v1/audio-analysis/4UfXV9fr0B6BK84kilwleP,317769,4
31,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.705,0.962,5,-2.105,0,0.0534,0.0159,0.582,0.0484,0.0374,127.989,audio_features,3Oh092rIoSMFzYcJDLw3X3,spotify:track:3Oh092rIoSMFzYcJDLw3X3,https://api.spotify.com/v1/tracks/3Oh092rIoSMFzYcJDLw3X3,https://api.spotify.com/v1/audio-analysis/3Oh092rIoSMFzYcJDLw3X3,198760,4
34,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,audio_features,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,271427,4
38,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,audio_features,1dFkD1JfRMzwO6hwUsE8aS,spotify:track:1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/tracks/1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/audio-analysis/1dFkD1JfRMzwO6hwUsE8aS,243413,4
39,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.575,0.977,5,-4.17,0,0.0566,0.0513,0.263,0.366,0.174,127.967,audio_features,0JOYMuOnF6WhjOqnlV9jua,spotify:track:0JOYMuOnF6WhjOqnlV9jua,https://api.spotify.com/v1/tracks/0JOYMuOnF6WhjOqnlV9jua,https://api.spotify.com/v1/audio-analysis/0JOYMuOnF6WhjOqnlV9jua,395867,4
40,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,audio_features,6uBhi9gBXWjanegOb2Phh0,spotify:track:6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,210091,4
41,https://www.1001tracklists.com/tracklist/10u49nq1/zedd-virtual-audio-ultra-music-festival-miami-united-states-2020-03-21.html,zedd,0.646,0.706,5,-4.628,1,0.0485,0.00608,0.0242,0.7,0.0628,128.004,audio_features,4xufJkRQpBvnfMB9OJNdDw,spotify:track:4xufJkRQpBvnfMB9OJNdDw,https://api.spotify.com/v1/tracks/4xufJkRQpBvnfMB9OJNdDw,https://api.spotify.com/v1/audio-analysis/4xufJkRQpBvnfMB9OJNdDw,227947,4
1,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.664,0.766,6,-6.436,0,0.0613,0.0416,0,0.0806,0.654,157.882,audio_features,1qGkpyAYRid7blCDbEpT2w,spotify:track:1qGkpyAYRid7blCDbEpT2w,https://api.spotify.com/v1/tracks/1qGkpyAYRid7blCDbEpT2w,https://api.spotify.com/v1/audio-analysis/1qGkpyAYRid7blCDbEpT2w,167089,4
2,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.547,0.784,6,-3.716,0,0.0446,0.166,0,0.0818,0.413,159.925,audio_features,56Bm7vOVzlEv4pqA1PdVOo,spotify:track:56Bm7vOVzlEv4pqA1PdVOo,https://api.spotify.com/v1/tracks/56Bm7vOVzlEv4pqA1PdVOo,https://api.spotify.com/v1/audio-analysis/56Bm7vOVzlEv4pqA1PdVOo,174000,4
3,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.622,0.636,6,-4.38,1,0.122,0.191,0,0.0782,0.528,82.962,audio_features,1OeEpViPwVi1FfdNkOoIci,spotify:track:1OeEpViPwVi1FfdNkOoIci,https://api.spotify.com/v1/tracks/1OeEpViPwVi1FfdNkOoIci,https://api.spotify.com/v1/audio-analysis/1OeEpViPwVi1FfdNkOoIci,197448,4
4,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.679,0.688,6,-6.103,0,0.208,0.146,3.19E-06,0.139,0.314,103.024,audio_features,1Q1BA0ppRiA3I2asDAsP7y,spotify:track:1Q1BA0ppRiA3I2asDAsP7y,https://api.spotify.com/v1/tracks/1Q1BA0ppRiA3I2asDAsP7y,https://api.spotify.com/v1/audio-analysis/1Q1BA0ppRiA3I2asDAsP7y,239116,4
5,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.677,0.427,1,-13.061,1,0.0347,0.729,0.0356,0.128,0.364,113.011,audio_features,3kR4pABLxf1mMDeYgzWS4o,spotify:track:3kR4pABLxf1mMDeYgzWS4o,https://api.spotify.com/v1/tracks/3kR4pABLxf1mMDeYgzWS4o,https://api.spotify.com/v1/audio-analysis/3kR4pABLxf1mMDeYgzWS4o,142832,4
6,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.522,0.6,8,-6.871,1,0.0447,0.0483,0,0.419,0.127,115.153,audio_features,0HNCtRy85eByDaQI2K92Xn,spotify:track:0HNCtRy85eByDaQI2K92Xn,https://api.spotify.com/v1/tracks/0HNCtRy85eByDaQI2K92Xn,https://api.spotify.com/v1/audio-analysis/0HNCtRy85eByDaQI2K92Xn,237133,4
7,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.742,0.973,1,-5.042,1,0.0713,0.000168,0.863,0.253,0.0711,114.997,audio_features,5plIURj1CyyI6Pjnx4MICa,spotify:track:5plIURj1CyyI6Pjnx4MICa,https://api.spotify.com/v1/tracks/5plIURj1CyyI6Pjnx4MICa,https://api.spotify.com/v1/audio-analysis/5plIURj1CyyI6Pjnx4MICa,135065,4
8,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.543,0.657,11,-4.61,0,0.0303,0.0923,0,0.19,0.208,120.039,audio_features,5LadlxWduLSOAwCV3thjBN,spotify:track:5LadlxWduLSOAwCV3thjBN,https://api.spotify.com/v1/tracks/5LadlxWduLSOAwCV3thjBN,https://api.spotify.com/v1/audio-analysis/5LadlxWduLSOAwCV3thjBN,257500,4
9,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.413,0.954,8,-2.95,1,0.0562,3.42E-05,0.0279,0.102,0.319,139.953,audio_features,44gbF5jrs7bljifR1X8ECK,spotify:track:44gbF5jrs7bljifR1X8ECK,https://api.spotify.com/v1/tracks/44gbF5jrs7bljifR1X8ECK,https://api.spotify.com/v1/audio-analysis/44gbF5jrs7bljifR1X8ECK,239571,4
10,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.47,0.56,8,-9.707,1,0.0298,0.0449,3.83E-06,0.0774,0.29,143.987,audio_features,6iZVQLI9gs9kFRnmbQLzHO,spotify:track:6iZVQLI9gs9kFRnmbQLzHO,https://api.spotify.com/v1/tracks/6iZVQLI9gs9kFRnmbQLzHO,https://api.spotify.com/v1/audio-analysis/6iZVQLI9gs9kFRnmbQLzHO,281716,4
11,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.31,0.718,9,-7.49,0,0.0376,0.00184,0.896,0.141,0.198,145.015,audio_features,0eq4dBI0Z0Jbvz4DxO7SuE,spotify:track:0eq4dBI0Z0Jbvz4DxO7SuE,https://api.spotify.com/v1/tracks/0eq4dBI0Z0Jbvz4DxO7SuE,https://api.spotify.com/v1/audio-analysis/0eq4dBI0Z0Jbvz4DxO7SuE,245387,4
12,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.363,0.735,1,-3.857,1,0.0428,0.0014,0.000119,0.13,0.0721,145.556,audio_features,5ZzjNL4J31lqU853Un7T3f,spotify:track:5ZzjNL4J31lqU853Un7T3f,https://api.spotify.com/v1/tracks/5ZzjNL4J31lqU853Un7T3f,https://api.spotify.com/v1/audio-analysis/5ZzjNL4J31lqU853Un7T3f,295890,4
13,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.438,0.725,8,-5.845,0,0.0856,0.326,6.57E-06,0.142,0.342,149.934,audio_features,442VuQw3fOKwvbxYLIDAUi,spotify:track:442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/tracks/442VuQw3fOKwvbxYLIDAUi,https://api.spotify.com/v1/audio-analysis/442VuQw3fOKwvbxYLIDAUi,224000,4
14,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.601,0.923,9,-3.275,0,0.139,0.00429,0.00305,0.179,0.0709,150.079,audio_features,66J9NAZb1zj8auOsYC04wB,spotify:track:66J9NAZb1zj8auOsYC04wB,https://api.spotify.com/v1/tracks/66J9NAZb1zj8auOsYC04wB,https://api.spotify.com/v1/audio-analysis/66J9NAZb1zj8auOsYC04wB,217600,4
15,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.365,0.845,10,-7.204,0,0.12,0.0112,0.127,0.447,0.31,149.866,audio_features,3wHlymygKgxwfwKQ8LCaVr,spotify:track:3wHlymygKgxwfwKQ8LCaVr,https://api.spotify.com/v1/tracks/3wHlymygKgxwfwKQ8LCaVr,https://api.spotify.com/v1/audio-analysis/3wHlymygKgxwfwKQ8LCaVr,313600,4
16,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.266,0.873,3,-2.813,0,0.0572,0.000402,7.10E-06,0.584,0.131,150.032,audio_features,0Yp9DwiuSeLdOOkgWVsZ56,spotify:track:0Yp9DwiuSeLdOOkgWVsZ56,https://api.spotify.com/v1/tracks/0Yp9DwiuSeLdOOkgWVsZ56,https://api.spotify.com/v1/audio-analysis/0Yp9DwiuSeLdOOkgWVsZ56,254061,4
17,https://www.1001tracklists.com/tracklist/10u8b221/illenium-phoenix-radio-053-2020-04-09.html,illenium,0.428,0.877,5,-4.722,0,0.0835,0.00153,0.00372,0.0943,0.113,75.518,audio_features,5dAtKXyrQoQW054LZqJ5dP,spotify:track:5dAtKXyrQoQW054LZqJ5dP,https://api.spotify.com/v1/tracks/5dAtKXyrQoQW054LZqJ5dP,https://api.spotify.com/v1/audio-analysis/5dAtKXyrQoQW054LZqJ5dP,221000,4
2,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.469,0.38,8,-5.394,0,0.0306,0.0372,0.000212,0.317,0.302,79.982,audio_features,5ZnOG96081GKWdYzICCzIu,spotify:track:5ZnOG96081GKWdYzICCzIu,https://api.spotify.com/v1/tracks/5ZnOG96081GKWdYzICCzIu,https://api.spotify.com/v1/audio-analysis/5ZnOG96081GKWdYzICCzIu,277693,4
3,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.276,0.796,0,-4.499,1,0.0579,0.00293,0,0.184,0.26,199.526,audio_features,2CgOd0Lj5MuvOqzqdaAXtS,spotify:track:2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/tracks/2CgOd0Lj5MuvOqzqdaAXtS,https://api.spotify.com/v1/audio-analysis/2CgOd0Lj5MuvOqzqdaAXtS,218965,4
4,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.46,0.686,1,-6.43,1,0.0301,0.0324,4.45E-06,0.126,0.338,173.829,audio_features,2pE0CMK1fE3mfU0eEOHhKw,spotify:track:2pE0CMK1fE3mfU0eEOHhKw,https://api.spotify.com/v1/tracks/2pE0CMK1fE3mfU0eEOHhKw,https://api.spotify.com/v1/audio-analysis/2pE0CMK1fE3mfU0eEOHhKw,191294,4
8,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.529,0.951,7,-3.187,1,0.0469,0.00674,0.898,0.158,0.201,157.031,audio_features,0xKiexP9lG95gliF8kam5k,spotify:track:0xKiexP9lG95gliF8kam5k,https://api.spotify.com/v1/tracks/0xKiexP9lG95gliF8kam5k,https://api.spotify.com/v1/audio-analysis/0xKiexP9lG95gliF8kam5k,332747,4
12,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.611,0.697,2,-8.618,1,0.133,0.0193,0,0.332,0.476,122.752,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4
13,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.496,0.55,2,-5.418,1,0.034,0.00755,0.0122,0.0814,0.144,90.036,audio_features,18cCBvygH6yEFDY0cYN3wT,spotify:track:18cCBvygH6yEFDY0cYN3wT,https://api.spotify.com/v1/tracks/18cCBvygH6yEFDY0cYN3wT,https://api.spotify.com/v1/audio-analysis/18cCBvygH6yEFDY0cYN3wT,368373,4
15,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.265,0.473,11,-6.305,0,0.0411,0.0139,0.234,0.0707,0.0746,90.523,audio_features,0vZAk6rKALopZl91wD5c50,spotify:track:0vZAk6rKALopZl91wD5c50,https://api.spotify.com/v1/tracks/0vZAk6rKALopZl91wD5c50,https://api.spotify.com/v1/audio-analysis/0vZAk6rKALopZl91wD5c50,267692,4
16,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.756,0.798,8,-2.336,1,0.174,0.0076,0.0585,0.0726,0.366,86.968,audio_features,6s3j7xAGKIPUJjilp55KpB,spotify:track:6s3j7xAGKIPUJjilp55KpB,https://api.spotify.com/v1/tracks/6s3j7xAGKIPUJjilp55KpB,https://api.spotify.com/v1/audio-analysis/6s3j7xAGKIPUJjilp55KpB,204138,4
18,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.692,0.951,7,-2.535,1,0.303,0.00521,0.247,0.359,0.448,174.021,audio_features,05BPGa1XtWN4oBUxms9rq9,spotify:track:05BPGa1XtWN4oBUxms9rq9,https://api.spotify.com/v1/tracks/05BPGa1XtWN4oBUxms9rq9,https://api.spotify.com/v1/audio-analysis/05BPGa1XtWN4oBUxms9rq9,254788,4
19,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.589,0.713,10,-3.756,0,0.0976,0.0331,0.000411,0.178,0.547,92.018,audio_features,6BivCuyKJtgLa9ooFsvUoZ,spotify:track:6BivCuyKJtgLa9ooFsvUoZ,https://api.spotify.com/v1/tracks/6BivCuyKJtgLa9ooFsvUoZ,https://api.spotify.com/v1/audio-analysis/6BivCuyKJtgLa9ooFsvUoZ,279000,4
20,https://www.1001tracklists.com/tracklist/13m945l1/porter-robinson-hijinx-philadelphia-united-states-2019-12-28.html,porter_robinson,0.517,0.77,4,-6.125,0,0.0332,0.000824,0.894,0.343,0.0354,136.003,audio_features,5L1HxE59TFgGEuzN4MfJwg,spotify:track:5L1HxE59TFgGEuzN4MfJwg,https://api.spotify.com/v1/tracks/5L1HxE59TFgGEuzN4MfJwg,https://api.spotify.com/v1/audio-analysis/5L1HxE59TFgGEuzN4MfJwg,256547,4
